date,symbol,open,high,low,close,volume
2024-01-02,SP000,35.0649,35.6154,33.8112,34.3505,221640
2024-01-02,SP001,36.1044,36.5596,35.2093,35.6589,219877
2024-01-02,SP002,37.1221,37.5795,36.8173,37.2734,246545
2024-01-02,SP003,38.0121,38.2839,37.7478,38.0196,186588
2024-01-02,SP004,39.2395,39.8287,37.7191,38.2941,152007
2024-01-02,SP005,40.2285,41.1594,38.1327,39.036,304439
2024-01-02,SP006,41.2702,42.2216,40.7202,41.6663,222020
2024-01-02,SP007,42.3603,42.7011,41.852,42.1914,137152
2024-01-02,SP008,43.3207,43.8925,43.0081,43.5781,207225
2024-01-02,SP009,44.495,45.0232,43.2675,43.7874,170910
2024-01-02,SP010,45.454,46.0431,44.0137,44.5917,237705
2024-01-02,SP011,46.4146,46.6609,45.9557,46.2008,145679
2024-01-02,SP012,47.4106,48.2957,47.0056,47.8866,288010
2024-01-02,SP013,48.4601,49.1196,47.3915,48.0453,208633
2024-01-02,SP014,49.6228,50.1299,48.3039,48.8027,262561
2024-01-02,SP015,50.4921,51.5111,47.9501,48.9378,239991
2024-01-02,SP016,51.7044,52.3387,50.1279,50.7505,181584
2024-01-02,SP017,52.7428,53.9383,52.1178,53.3067,158111
2024-01-02,SP018,53.9779,54.4384,52.6894,53.1427,177602
2024-01-02,SP019,54.8493,55.2648,54.0122,54.4244,89994
2024-01-02,SP020,55.8572,56.2465,55.5412,55.9301,213098
2024-01-02,SP021,56.9679,57.4642,56.3866,56.8822,126304
2024-01-02,SP022,58.0766,58.4512,57.4768,57.8499,192479
2024-01-02,SP023,59.2663,61.0457,58.3174,60.0837,342891
2024-01-02,SP024,59.8049,61.3674,59.2156,60.7686,182273
2024-01-02,SP025,61.328,61.9678,60.1727,60.8071,216133
2024-01-02,SP026,61.963,62.4398,61.2073,61.6819,174581
2024-01-02,SP027,62.9556,63.5894,62.3512,62.9847,286557
2024-01-02,SP028,64.2053,64.6027,63.9008,64.2977,97335
2024-01-02,SP029,65.1023,65.9932,63.1967,64.0735,255579
2024-01-02,SP030,66.3653,67.848,62.9712,64.4102,253228
2024-01-02,SP031,67.2752,68.4006,64.907,66.0113,295044
2024-01-02,SP032,68.1924,68.8598,67.0094,67.6717,127505
2024-01-02,SP033,69.4854,70.5348,67.1546,68.1844,191813
2024-01-02,SP034,70.6609,71.2799,70.1834,70.8014,120296
2024-01-02,SP035,71.402,71.8827,70.7771,71.2569,144821
2024-01-02,SP036,72.7328,72.953,72.4292,72.6491,160830
2024-01-02,SP037,73.5542,74.5029,71.4145,72.3478,151822
2024-01-02,SP038,74.7577,75.422,74.004,74.6676,156650
2024-01-02,SP039,75.4872,76.258,74.4711,75.2395,215690
2024-01-02,SP040,76.5439,77.5469,76.1292,77.129,202729
2024-01-02,SP041,77.8115,78.3005,76.7331,77.2184,168001
2024-01-02,SP042,78.8494,79.9011,76.7269,77.7641,161665
2024-01-02,SP043,79.6551,81.3509,78.959,80.6461,113095
2024-01-02,SP044,80.5773,81.4599,80.169,81.0492,109567
2024-01-02,SP045,82.1595,82.5869,81.8195,82.2466,83526
2024-01-02,SP046,82.9899,84.2566,82.2147,83.4768,182863
2024-01-02,SP047,84.001,85.1337,81.5472,82.6618,223996
2024-01-03,SP000,34.2828,34.7772,33.3082,33.7956,187387
2024-01-03,SP001,35.6452,36.073,35.0001,35.4253,199301
2024-01-03,SP002,37.2985,37.5547,37.0004,37.2562,207315
2024-01-03,SP003,38.0786,38.3743,37.8581,38.1534,191961
2024-01-03,SP004,38.4422,38.8722,37.5143,37.9386,128526
2024-01-03,SP005,38.9432,39.8025,38.5181,39.3727,251921
2024-01-03,SP006,41.7485,42.2321,41.4542,41.9365,207253
2024-01-03,SP007,42.1303,42.8466,40.6586,41.3619,140691
2024-01-03,SP008,43.6193,45.2234,42.9127,44.5025,266564
2024-01-03,SP009,43.8012,45.0028,43.2731,44.4667,174407
2024-01-03,SP010,44.5418,45.0353,44.2071,44.6993,203510
2024-01-03,SP011,46.2177,46.8064,45.1858,45.7687,158528
2024-01-03,SP012,47.9495,49.3768,47.1773,48.5942,306208
2024-01-03,SP013,48.0351,49.7263,47.3714,49.0486,249319
2024-01-03,SP014,48.8672,49.0982,48.542,48.7726,213198
2024-01-03,SP015,49.0029,50.4677,48.2314,49.6855,211669
2024-01-03,SP016,50.8457,51.2024,50.3893,50.7453,166603
2024-01-03,SP017,53.3729,53.8788,52.1857,52.685,166742
2024-01-03,SP018,53.0035,55.1547,52.0526,54.1826,237206
2024-01-03,SP019,54.718,55.3692,53.4341,54.0777,95713
2024-01-03,SP020,56.0592,56.7122,55.6068,56.2582,238148
2024-01-03,SP021,56.6707,58.6846,55.9948,57.9929,163704
2024-01-03,SP022,57.8425,58.9905,57.3311,58.4735,243758
2024-01-03,SP023,60.0681,60.5212,59.7054,60.158,316703
2024-01-03,SP024,60.7551,61.1531,60.5402,60.9375,155404
2024-01-03,SP025,60.7497,61.9745,60.0264,61.2452,199120
2024-01-03,SP026,61.5556,62.0503,61.1476,61.6418,140096
2024-01-03,SP027,62.9226,63.41,62.0187,62.5029,274140
2024-01-03,SP028,64.3321,65.8582,63.4928,65.0101,131625
2024-01-03,SP029,64.2507,65.3312,63.6587,64.7348,210770
2024-01-03,SP030,64.2171,65.1331,62.4663,63.3702,245849
2024-01-03,SP031,66.1738,67.8015,65.3567,66.9745,260326
2024-01-03,SP032,67.6049,68.9445,64.6234,65.9298,170655
2024-01-03,SP033,68.1562,68.5693,67.7064,68.1192,129696
2024-01-03,SP034,70.859,71.7114,70.1887,71.0394,105120
2024-01-03,SP035,71.4368,72.4769,69.0639,70.0843,178417
2024-01-03,SP036,72.6316,73.3312,72.0817,72.7802,140241
2024-01-03,SP037,72.3177,73.3326,71.6843,72.6959,146508
2024-01-03,SP038,74.4719,75.0512,74.0933,74.6716,174672
2024-01-03,SP039,75.4035,76.7524,74.4972,75.8409,199754
2024-01-03,SP040,76.7589,78.1832,74.1207,75.5221,215841
2024-01-03,SP041,77.3387,78.3101,75.5855,76.547,154620
2024-01-03,SP042,77.7393,78.9909,76.9164,78.1635,130763
2024-01-03,SP043,80.4132,80.9868,79.5955,80.1673,102981
2024-01-03,SP044,80.9953,82.0616,80.4767,81.5394,102146
2024-01-03,SP045,82.5081,83.7665,81.6038,82.8584,94246
2024-01-03,SP046,83.4015,83.6498,83.2057,83.4539,185911
2024-01-03,SP047,82.6441,83.3235,81.4334,82.1083,227869
2024-01-04,SP000,33.9425,34.0766,33.6236,33.7569,164084
2024-01-04,SP001,35.4704,36.4552,34.9429,35.9209,245950
2024-01-04,SP002,37.2251,37.5578,36.9779,37.31,244392
2024-01-04,SP003,38.0572,39.204,37.5604,38.6988,216729
2024-01-04,SP004,37.9604,38.2133,37.3927,37.6436,133087
2024-01-04,SP005,39.2913,39.9422,37.6918,38.3267,306840
2024-01-04,SP006,41.983,42.2673,41.3123,41.5939,220727
2024-01-04,SP007,41.4578,41.9175,40.3663,40.8189,160796
2024-01-04,SP008,44.6264,44.861,43.986,44.2184,233527
2024-01-04,SP009,44.472,44.9547,43.7029,44.1825,167009
2024-01-04,SP010,44.5944,45.1219,43.8852,44.4105,215560
2024-01-04,SP011,45.5919,46.1574,45.2139,45.7779,139283
2024-01-04,SP012,48.6161,49.4122,46.8039,47.5831,322002
2024-01-04,SP013,48.9868,49.7732,47.5395,48.315,219660
2024-01-04,SP014,48.8024,49.163,48.0208,48.3782,241107
2024-01-04,SP015,49.6916,50.1213,49.0177,49.4452,191197
2024-01-04,SP016,50.7957,51.2727,50.4108,50.8871,154116
2024-01-04,SP017,52.7184,53.2637,51.7894,52.3307,158247
2024-01-04,SP018,54.2117,54.8775,52.5116,53.1645,241674
2024-01-04,SP019,53.9951,54.3567,53.3769,53.7368,74741
2024-01-04,SP020,56.1181,56.7794,54.9056,55.5602,281667
2024-01-04,SP021,57.9519,58.9425,57.4938,58.4802,132250
2024-01-04,SP022,58.3236,58.7537,58.0459,58.4753,238118
2024-01-04,SP023,60.1492,60.8437,58.7903,59.477,356206
2024-01-04,SP024,61.0702,61.7389,59.5685,60.2279,195944
2024-01-04,SP025,61.4391,62.0694,60.2827,60.9075,180083
2024-01-04,SP026,61.4124,62.5239,59.3539,60.4479,170704
2024-01-04,SP027,62.5903,63.1862,61.6773,62.2702,280259
2024-01-04,SP028,65.0549,65.7424,64.5858,65.2717,122983
2024-01-04,SP029,64.6914,65.3628,63.174,63.8365,242730
2024-01-04,SP030,63.2195,63.7697,62.9596,63.5085,194713
2024-01-04,SP031,67.0868,67.7815,65.2143,65.8967,283626
2024-01-04,SP032,65.7713,66.2867,65.0122,65.5258,134127
2024-01-04,SP033,67.9533,68.6295,66.699,67.3693,168500
2024-01-04,SP034,71.2006,71.9751,69.3772,70.1402,154765
2024-01-04,SP035,70.192,72.2335,69.2332,71.2601,168368
2024-01-04,SP036,72.8143,73.9307,72.2059,73.3182,142145
2024-01-04,SP037,72.5857,73.457,71.91,72.7795,124316
2024-01-04,SP038,75.1477,76.5403,71.8248,73.181,193277
2024-01-04,SP039,76.0186,76.3162,75.3378,75.6339,213150
2024-01-04,SP040,75.6993,76.3647,74.2358,74.8941,169178
2024-01-04,SP041,76.6378,76.8538,76.2981,76.5138,150818
2024-01-04,SP042,78.4334,79.2604,76.9747,77.7949,158963
2024-01-04,SP043,79.9654,81.3989,79.3898,80.8171,116526
2024-01-04,SP044,81.3593,81.8973,80.75,81.2875,103668
2024-01-04,SP045,83.0336,83.7864,81.8765,82.6257,100077
2024-01-04,SP046,83.6192,84.6498,81.679,82.6983,186102
2024-01-04,SP047,82.0233,82.9166,80.1214,81.0037,210892
2024-01-05,SP000,33.6543,34.0158,33.3317,33.6928,154468
2024-01-05,SP001,35.8907,36.0051,35.8028,35.9171,193977
2024-01-05,SP002,37.1816,37.4019,36.8258,37.0453,265927
2024-01-05,SP003,38.6258,39.0793,37.5768,38.0233,252924
2024-01-05,SP004,37.6386,38.8986,37.0463,38.2959,149848
2024-01-05,SP005,38.2678,38.6043,37.5952,37.9287,268953
2024-01-05,SP006,41.5741,42.3499,41.1899,41.9622,224049
2024-01-05,SP007,40.7262,42.3529,40.1571,41.7692,168610
2024-01-05,SP008,44.2167,45.0042,42.4827,43.253,246512
2024-01-05,SP009,44.1327,44.5596,43.4492,43.8735,144089
2024-01-05,SP010,44.4346,44.6158,44.089,44.2696,206233
2024-01-05,SP011,45.9137,46.5071,44.3705,44.9514,161730
2024-01-05,SP012,47.5914,48.0582,46.7106,47.1734,318336
2024-01-05,SP013,48.3442,49.0105,47.8302,48.4949,233188
2024-01-05,SP014,48.2695,48.8241,47.3469,47.8973,238950
2024-01-05,SP015,49.4548,50.4054,47.1366,48.0604,273191
2024-01-05,SP016,50.8027,51.2219,50.2984,50.717,195981
2024-01-05,SP017,52.6013,52.9755,52.1234,52.4968,149207
2024-01-05,SP018,53.1974,53.6658,52.2553,52.7196,213760
2024-01-05,SP019,53.7484,54.5458,52.2077,52.9939,91689
2024-01-05,SP020,55.6043,56.4256,55.206,56.0244,206446
2024-01-05,SP021,58.4951,58.8351,57.7948,58.1326,132521
2024-01-05,SP022,58.4722,60.5003,57.5128,59.5236,268369
2024-01-05,SP023,59.5164,60.3958,57.6705,58.5354,420873
2024-01-05,SP024,60.0819,61.4746,59.4682,60.853,187364
2024-01-05,SP025,60.9856,61.464,60.3401,60.8171,203012
2024-01-05,SP026,60.3945,60.9357,60.0412,60.5813,167784
2024-01-05,SP027,62.476,63.2416,61.0855,61.8434,278397
2024-01-05,SP028,65.3013,66.9775,64.4978,66.1634,123138
2024-01-05,SP029,63.7255,64.5276,62.4205,63.2161,228592
2024-01-05,SP030,63.4273,64.14,62.4223,63.1317,212527
2024-01-05,SP031,65.72,67.2445,65.0254,66.5412,268214
2024-01-05,SP032,65.5276,66.1627,65.0442,65.6782,129562
2024-01-05,SP033,67.1852,69.1144,66.4982,68.4149,194811
2024-01-05,SP034,70.1764,71.4801,67.4881,68.7657,125939
2024-01-05,SP035,71.3763,72.1503,69.7296,70.4941,174150
2024-01-05,SP036,73.4953,74.7663,72.6705,73.9365,162643
2024-01-05,SP037,72.7199,74.1556,69.6775,71.0808,163308
2024-01-05,SP038,73.2808,74.0107,72.8856,73.6137,176992
2024-01-05,SP039,75.5413,76.5561,75.025,76.0363,198285
2024-01-05,SP040,74.867,75.5358,74.0711,74.7388,166537
2024-01-05,SP041,76.622,77.5309,75.9534,76.8603,173201
2024-01-05,SP042,77.9872,78.3142,77.3839,77.7097,131603
2024-01-05,SP043,80.6337,81.7141,78.7048,79.7736,126901
2024-01-05,SP044,80.9319,81.5047,80.2457,80.8177,130486
2024-01-05,SP045,82.5476,83.2421,81.6971,82.3903,80440
2024-01-05,SP046,82.5739,83.7766,81.9704,83.1688,190454
2024-01-05,SP047,80.9533,82.5638,80.3112,81.914,228838
2024-01-08,SP000,33.6614,34.0198,33.1903,33.5475,125964
2024-01-08,SP001,35.8964,36.6717,35.4437,36.215,212381
2024-01-08,SP002,37.0445,37.9288,36.5537,37.4329,241791
2024-01-08,SP003,38.0053,38.4881,37.6651,38.1466,200282
2024-01-08,SP004,38.195,38.5582,37.8872,38.2499,118258
2024-01-08,SP005,37.9454,38.3718,37.2811,37.7048,232711
2024-01-08,SP006,42.0,42.267,41.4252,41.6903,242864
2024-01-08,SP007,41.7036,43.1924,41.1481,42.6246,140530
2024-01-08,SP008,43.5151,44.047,42.1044,42.6255,216638
2024-01-08,SP009,43.7645,44.2024,43.3528,43.7904,139489
2024-01-08,SP010,44.2746,44.6018,44.0672,44.3939,183001
2024-01-08,SP011,44.9915,45.5278,44.7065,45.2412,148277
2024-01-08,SP012,47.2325,48.6931,46.6044,48.054,349473
2024-01-08,SP013,48.4624,50.3702,47.6126,49.5022,253021
2024-01-08,SP014,47.8215,48.0108,47.5986,47.7877,215291
2024-01-08,SP015,47.992,48.5955,47.5533,48.1553,171029
2024-01-08,SP016,50.8289,53.2437,49.7898,52.177,259958
2024-01-08,SP017,52.5187,53.2842,50.9291,51.6824,153258
2024-01-08,SP018,52.7729,53.7775,52.2163,53.2163,178808
2024-01-08,SP019,52.7656,57.1718,51.2824,55.6086,134979
2024-01-08,SP020,56.3517,56.7716,55.1096,55.5233,212066
2024-01-08,SP021,58.2504,59.2011,57.6214,58.5687,127727
2024-01-08,SP022,59.4562,61.3666,58.5372,60.4326,270234
2024-01-08,SP023,58.4491,60.6633,57.3966,59.5902,399428
2024-01-08,SP024,60.677,61.6611,60.1758,61.156,167800
2024-01-08,SP025,60.8116,61.4261,59.5924,60.2007,211868
2024-01-08,SP026,60.3434,64.0319,59.0714,62.71,221563
2024-01-08,SP027,62.0386,63.5118,61.1469,62.6119,298654
2024-01-08,SP028,66.2294,66.8406,64.6968,65.2994,116362
2024-01-08,SP029,63.2059,64.7515,62.395,63.9314,219347
2024-01-08,SP030,63.0785,63.7056,62.3613,62.9875,198476
2024-01-08,SP031,66.5468,67.7264,64.1417,65.2993,260154
2024-01-08,SP032,65.6032,67.2904,64.734,66.4105,135255
2024-01-08,SP033,68.5047,70.6421,67.4068,69.5278,184038
2024-01-08,SP034,68.8329,71.8561,67.4181,70.4089,133578
2024-01-08,SP035,70.5766,71.0689,69.5437,70.0322,154378
2024-01-08,SP036,73.8188,74.8968,73.2515,74.3256,142797
2024-01-08,SP037,71.1107,71.8685,69.8394,70.5918,123765
2024-01-08,SP038,73.5891,76.3699,72.2826,75.0377,217127
2024-01-08,SP039,75.8729,76.351,75.3056,75.7832,196832
2024-01-08,SP040,74.6767,75.7354,72.2203,73.2589,200390
2024-01-08,SP041,76.8351,78.6168,76.1385,77.9105,174905
2024-01-08,SP042,77.5116,78.0953,77.2204,77.803,159786
2024-01-08,SP043,79.743,80.5194,78.4503,79.2216,105931
2024-01-08,SP044,81.1464,82.9833,80.0014,81.8286,134948
2024-01-08,SP045,82.3401,86.1869,80.9447,84.7507,119880
2024-01-08,SP046,82.9486,84.9154,82.2235,84.1795,216501
2024-01-08,SP047,81.935,85.6642,80.3219,84.0102,244347
2024-01-09,SP000,33.4558,34.0821,33.1596,33.783,170050
2024-01-09,SP001,36.3656,37.7062,35.6894,37.0179,246942
2024-01-09,SP002,37.4682,37.7427,36.9499,37.2227,263514
2024-01-09,SP003,38.2517,38.9854,37.7882,38.5187,213505
2024-01-09,SP004,38.3657,38.9385,38.035,38.6057,129025
2024-01-09,SP005,37.8148,39.4566,37.0331,38.6575,297537
2024-01-09,SP006,41.7709,42.1021,41.272,41.602,206132
2024-01-09,SP007,42.5976,43.0183,41.6807,42.0965,139183
2024-01-09,SP008,42.4984,43.03,41.5414,42.0677,237421
2024-01-09,SP009,43.6802,44.2166,42.7739,43.3056,171975
2024-01-09,SP010,44.4754,44.7835,43.7579,44.063,204247
2024-01-09,SP011,45.2382,45.9658,43.7203,44.435,151499
2024-01-09,SP012,48.0021,48.3482,47.3881,47.7322,319743
2024-01-09,SP013,49.4624,49.7959,48.8991,49.2311,225139
2024-01-09,SP014,47.793,48.5012,46.4284,47.1267,251075
2024-01-09,SP015,48.1017,48.4837,47.4977,47.878,192453
2024-01-09,SP016,52.2122,53.9293,51.4381,53.1413,204939
2024-01-09,SP017,51.5851,51.7542,51.4183,51.5874,133006
2024-01-09,SP018,53.2423,54.0615,51.6791,52.4866,222967
2024-01-09,SP019,55.4324,56.857,54.8378,56.2535,94336
2024-01-09,SP020,55.2977,55.9858,53.7239,54.4008,276994
2024-01-09,SP021,58.5213,60.546,57.5984,59.6059,140723
2024-01-09,SP022,60.4998,61.5628,60.0186,61.0771,291912
2024-01-09,SP023,59.3683,60.1724,58.1184,58.9163,386190
2024-01-09,SP024,61.3795,61.8716,60.0799,60.5655,185994
2024-01-09,SP025,60.3645,60.617,59.9987,60.2507,202785
2024-01-09,SP026,62.8177,63.2001,62.3757,62.7577,155422
2024-01-09,SP027,62.5432,62.7825,62.1719,62.4106,262363
2024-01-09,SP028,65.2525,66.6099,64.6491,65.9996,126948
2024-01-09,SP029,63.9367,64.4901,63.1327,63.6839,223168
2024-01-09,SP030,63.1191,64.2606,60.5913,61.7073,226285
2024-01-09,SP031,65.4119,66.6003,62.7903,63.9523,287009
2024-01-09,SP032,66.4123,67.1009,65.3444,66.029,122048
2024-01-09,SP033,69.5247,70.3209,67.8833,68.6697,207506
2024-01-09,SP034,70.3284,71.476,67.9815,69.1092,138276
2024-01-09,SP035,70.3616,70.8254,69.8998,70.3636,132195
2024-01-09,SP036,74.4033,75.4711,72.1136,73.1636,185063
2024-01-09,SP037,70.4299,71.0458,69.1744,69.7846,162780
2024-01-09,SP038,74.7933,76.2168,74.1073,75.5241,199604
2024-01-09,SP039,75.8911,76.8508,74.1329,75.0824,218596
2024-01-09,SP040,73.482,74.0853,72.6905,73.2923,151173
2024-01-09,SP041,77.8897,78.4086,77.5101,78.0283,162221
2024-01-09,SP042,77.9365,78.7431,76.0176,76.8125,180850
2024-01-09,SP043,79.4096,80.354,78.6618,79.6044,113977
2024-01-09,SP044,81.8777,82.9919,81.34,82.4504,120961
2024-01-09,SP045,84.5716,85.4772,84.054,84.9573,101169
2024-01-09,SP046,84.4168,85.6864,81.3317,82.5736,232880
2024-01-09,SP047,84.1194,85.005,83.5272,84.4108,227351
2024-01-10,SP000,33.8009,34.2548,32.9773,33.4262,166570
2024-01-10,SP001,36.9781,37.2232,36.4907,36.7342,208432
2024-01-10,SP002,37.2417,37.5437,37.0615,37.3629,216315
2024-01-10,SP003,38.6117,39.1968,36.9913,37.5605,260410
2024-01-10,SP004,38.7685,39.1635,38.3361,38.7307,140292
2024-01-10,SP005,38.5624,38.8624,38.3497,38.6492,221071
2024-01-10,SP006,41.6538,42.1227,40.4897,40.9507,249979
2024-01-10,SP007,42.1226,42.6149,41.1588,41.6456,131261
2024-01-10,SP008,42.01,42.5488,41.1983,41.7335,219171
2024-01-10,SP009,43.4287,44.0809,43.0495,43.6993,180124
2024-01-10,SP010,44.2085,44.5881,43.1825,43.5566,233021
2024-01-10,SP011,44.4077,44.7501,43.9833,44.325,136224
2024-01-10,SP012,47.7877,48.4446,47.3141,47.9692,301675
2024-01-10,SP013,49.0337,49.3325,48.6645,48.9629,190442
2024-01-10,SP014,47.1588,47.4443,46.7037,46.9882,200702
2024-01-10,SP015,47.8523,48.6113,47.5311,48.2872,177437
2024-01-10,SP016,53.084,54.0149,51.2143,52.1285,197417
2024-01-10,SP017,51.6659,52.2873,50.6188,51.2351,147996
2024-01-10,SP018,52.5034,52.7055,52.2028,52.4045,205710
2024-01-10,SP019,56.4505,56.7976,55.5021,55.8455,88399
2024-01-10,SP020,54.2898,54.7611,53.6384,54.1081,213796
2024-01-10,SP021,59.5651,60.4546,57.284,58.1524,144299
2024-01-10,SP022,61.0646,62.1978,60.4208,61.5489,268799
2024-01-10,SP023,58.6923,59.0337,58.5396,58.8806,324307
2024-01-10,SP024,60.7173,60.9108,60.2547,60.4473,177860
2024-01-10,SP025,60.3238,60.6541,59.6201,59.9484,203341
2024-01-10,SP026,62.8758,63.4046,62.006,62.532,149247
2024-01-10,SP027,62.4178,63.4755,59.9125,60.9453,317203
2024-01-10,SP028,66.158,66.7704,65.242,65.8516,117361
2024-01-10,SP029,63.8203,65.0918,60.6316,61.8641,281282
2024-01-10,SP030,61.8773,62.6919,61.25,62.0627,180616
2024-01-10,SP031,63.8075,64.48,63.2663,63.9376,227340
2024-01-10,SP032,66.12,66.8434,64.2903,65.0014,129856
2024-01-10,SP033,68.591,69.8916,65.9438,67.2184,200461
2024-01-10,SP034,69.0096,70.1348,66.9202,68.0294,130155
2024-01-10,SP035,70.5535,71.4962,69.9949,70.9346,161042
2024-01-10,SP036,73.2835,74.1349,71.1449,71.9812,153156
2024-01-10,SP037,69.7833,70.3516,69.34,69.9075,132860
2024-01-10,SP038,75.5699,76.4985,74.9951,75.921,184904
2024-01-10,SP039,75.2769,75.8071,74.7576,75.2878,194791
2024-01-10,SP040,73.3298,74.1799,71.7559,72.5974,161658
2024-01-10,SP041,77.8873,78.3429,77.2758,77.7305,165024
2024-01-10,SP042,77.0492,77.8462,76.3861,77.1819,156879
2024-01-10,SP043,79.6116,80.4331,77.7131,78.5233,120173
2024-01-10,SP044,82.2824,82.9513,81.5817,82.2503,109219
2024-01-10,SP045,84.8795,86.3153,81.7698,83.1768,96204
2024-01-10,SP046,82.2436,82.6415,81.8024,82.2001,188502
2024-01-10,SP047,84.2486,85.8728,83.4689,85.0854,226108
2024-01-11,SP000,33.3459,33.7435,33.0521,33.4488,143499
2024-01-11,SP001,36.7493,37.7464,36.2936,37.2841,228543
2024-01-11,SP002,37.4466,37.8553,37.1969,37.6045,245332
2024-01-11,SP003,37.4653,39.1022,36.7811,38.4009,253569
2024-01-11,SP004,38.7203,38.9834,38.4576,38.7207,123966
2024-01-11,SP005,38.7651,38.9849,38.176,38.3937,222252
2024-01-11,SP006,41.0817,41.4337,40.1376,40.4845,236977
2024-01-11,SP007,41.7535,43.4023,40.9543,42.5872,156945
2024-01-11,SP008,41.823,44.279,40.7891,43.2107,313329
2024-01-11,SP009,43.7719,44.1681,43.3733,43.7695,165501
2024-01-11,SP010,43.6675,44.8491,43.1245,44.2982,214583
2024-01-11,SP011,44.2866,45.0449,43.919,44.6741,153720
2024-01-11,SP012,48.0416,49.7137,47.328,48.9861,339767
2024-01-11,SP013,48.9119,49.1536,48.6494,48.891,177463
2024-01-11,SP014,47.0493,47.4318,46.8045,47.1863,223283
2024-01-11,SP015,48.2322,48.9372,47.9307,48.6332,177943
2024-01-11,SP016,52.1163,52.7902,51.8176,52.4894,178825
2024-01-11,SP017,51.3086,52.6786,50.653,52.014,147048
2024-01-11,SP018,52.1188,53.2426,51.7641,52.8827,199779
2024-01-11,SP019,55.894,56.4448,55.5866,56.136,79015
2024-01-11,SP020,54.3218,54.6862,53.5255,53.887,241050
2024-01-11,SP021,58.2147,58.9873,57.7533,58.5235,135579
2024-01-11,SP022,61.7069,62.5336,61.0169,61.8421,248041
2024-01-11,SP023,59.1003,60.2708,58.3798,59.5449,350533
2024-01-11,SP024,60.4833,61.2465,58.8547,59.6069,185272
2024-01-11,SP025,59.8039,61.2671,59.0878,60.5422,250438
2024-01-11,SP026,62.4086,63.5106,60.2928,61.3765,186448
2024-01-11,SP027,60.9305,62.3742,60.2521,61.6874,293142
2024-01-11,SP028,65.6628,66.2361,65.1076,65.6807,104532
2024-01-11,SP029,61.8784,62.4978,60.9216,61.5376,222481
2024-01-11,SP030,62.1213,64.0378,61.2134,63.1153,230800
2024-01-11,SP031,63.9807,66.3275,63.0256,65.3519,298290
2024-01-11,SP032,64.7963,66.8986,63.8468,65.9325,145026
2024-01-11,SP033,67.368,68.0451,66.2673,66.9401,169435
